id,time,title,content,info
455,2018-07-19,《暗影帝国 重置版》中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: 1Y9aiWKLOor-WyHQW04LHDg 密码: ia9w中文，系统设简体。这个是很经典的老游戏，重置版，不过画面比较有点糊，最多也就PS3时代的画面，密码：gz死神bleach英文名称：Shadow Complex Remastered游戏语言：英文开发厂商：Chair Entertainment发行厂商：Epic Games发售日期：2016-05-03《暗影帝国》于2009年在Xbox 360平台推出，游戏改编自作家 Orson Scott Card 的小说《帝国》（Empire），故事描述主角 Jason Fleming 与女友前往山区探险，却遭遇到身分不明的士兵，并被卷入巨大的阴谋之中。主角必须只身潜入秘密基地，利用敌人的装备来武装自己，一边战斗一边寻找被俘女友的下落。ChAIR表示，在《暗影帝国 重制版》中玩家将可经历受到经典横向卷轴元素启发的游戏冒险玩法，玩家将可探索一个充满了敌人、挑战与 BOSS 战的神秘游戏世界，玩家可以在游戏中发现超过上百种的物品，此次重制版也将带来新的成就与挑战。来自：https://www.91wii.com/thread-92945-1-1.htmljavascript:;赏󰄯 分享,射击类
454,2018-07-18,《WRC世界拉力锦标赛7》欧版 中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: 1MPaQNfGaumoKvax3YspLGw 密码: kq51英文名称：WRC 7游戏语言：欧洲语言开发厂商：Kylotonn发行厂商：Bigben Interactive发售日期：2017-09-26《WRC世界拉力锦标赛7》以2017年世界越野赛锦标赛为数据基础，根据开发商Kylotonn studio 透露，在WRC-3 世界冠军Sébastien Chardonnet 及一众WRC 工程师的协助下，大幅提升比赛的紧张感，路面的凹凸感更强烈，赛道更窄更危险。 系统上加入了新的「史诗赛道」，是游玩时间达15分钟的长途赛道，更为考验玩家的耐力及技术。此外由于赛道的大幅更新及更强力的新跑车，车辆的物理举动与操作感亦会与《WRC世界拉力锦标赛6》截然不同，将会更具力量及更接近真实。 在快速比赛模式中，玩家也可以实时更改赛车的调整，应付不同的情况，而生涯模式将会导入新的系统事件，令玩家更能感受车手生活。 车辆方面除了4支车队的2017年全新战车，丰田Yaris 、雪铁龙C3 、现代i20 及福特Fiseta ，将会加入junior-WRC 所使用的福特Fiseta R2 与一些令车迷惊喜的车辆。来自：极模网fendela123补档javascript:;赏󰄯 分享,体育竞速
453,2018-07-18,《掠食》中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: 1Q9ZCUHqOGJB_CUAr5bqu_Q 密码: nws3密码：gz死神bleach英文名称：Prey游戏原名：プレイ游戏语言：中文(非国行)开发厂商：Arkane Studios发行厂商：Bethesda Softworks发售日期：2017-05-05《掠食》是一款第一人称科幻动作冒险游戏，本作的游戏背景设定在未来世界的2032年，玩家扮演的Morgan Yu将作为一个太空站的实验对象，而这个太空站被神秘外星人所占据，玩家需要利用太空站中的各种工具和自己的智慧来对抗敌人努力活下去。《掠食》作为系列重启之作，提供了更加优秀的画质和流畅体验，游戏的灵感来源于《镜之边缘》，《质量效应》，《星际传奇》和《银翼杀手》等游戏，游戏中玩家需要在未来的某个太空站中利用各种工具和智慧去对付神秘外星人。来自：https://www.91wii.com/thread-92771-1-1.htmljavascript:;赏󰄯 分享,动作类
452,2018-07-17,《血精石陨落》中文版,华丽的横版射击动作游戏，有点难度.港中自DUMP，系统语言设繁体。密码：gz死神bleach您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: 1vTgny1gRAZhd3D0iHKAyNA 密码: kf32英文名称：Matterfall游戏语言：中文(非国行)开发厂商：Housemarque发行厂商：SIE发售日期：2017-08-16巴黎游戏周索尼发布会上公布新作《血精石陨落》，主角身穿未来科技装甲对抗外星入侵的红晶石。主角的装甲与《死亡空间》有异曲同工之妙，而这一次真正需要切割机来切碎成精的矿石了。来自：https://www.91wii.com/thread-92651-1-1.htmljavascript:;赏󰄯 分享,射击类
451,2018-07-17,《信长之野望 大志》港版 中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: 1IHWwYf2FFXaSm6vVv0yJ8g 密码: aq7g这是信长最新的一作。之前我DUMP的是战国立志传 创造。这个游戏出了好久一直没降价，300元附近很稳定。所以还是很值得分享的。港中。密码：gz死神bleach。英文名称：Nobunaga no Yabou - Taishi游戏原名：信長の野望 大志游戏语言：中文(非国行)开发厂商：Koei Tecmo发行厂商：Koei Tecmo发售日期：2018-01-18游戏类型：策略类做为历史模拟游戏的先锋，《信长之野望 大志》除了继承前作《信长之野望 创造》所保持的系列传统之外，还揭橥了更加进化及挑战新要素的主题进行开发。呈献给所有战国爱好者的最棒的战国体验：最棒的战略性「志系统的导入」。本作导入了系列首创的新要素「志系统」。「志」为以玩家所选择的大名为首，所有游戏内登场的武将们所怀抱之内容。「志」并非仅为单纯的地位，而是会大大改变游戏的要素。 依据「志」的不同，指令或势力营运的方针、拿手的战术等会大大的变化。来自：https://www.91wii.com/thread-92674-1-1.htmljavascript:;赏󰄯 分享,其他类型
450,2018-07-17,《反重力赛车》中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: 19VALmKox5INc3upHtu3J1g 密码: 665f之前全网资源是英文的。23G。韩版自DUMP，系统语言改简体。解压密码：gz死神bleach来自：https://www.91wii.com/thread-92725-1-1.htmljavascript:;赏󰄯 分享,体育竞速
449,2018-07-16,《使命召唤14 二战》中文版（待测试）,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1LgEl6PXjJJNZdOtjnq-_5g 密码: q5b2Benladen：想起来为什么之前没有发这个了，可能需要联网才能玩，而破解机……解压密码：gz死神bleach英文名称：Call of Duty - WWII游戏语言：中文(非国行)开发厂商：Sledgehammer Games发行厂商：Activision发售日期：2017-11-03《使命召唤》回归本源，为您送上《使命召唤 二战》——用夺人心魄的刺激体验为新世代重新定义第二次世界大战。参与霸王行动登陆诺曼底，在史上最宏大战争的各个欧洲战场间驰骋。亲身感受《使命召唤》系列的经典风格，见证战友间的生死情谊，体验战争的残酷本质。《使命召唤 二战》多人游戏，将把玩家置身于众多二战最具标志性的战场，让您亲身体验刺激的快节奏战斗。同时，玩家还将能以全新的方式与好友以及《使命召唤》玩家群体进行互动和社交。《使命召唤 二战》的合作模式会带来全新的原创剧情。让您和好友一起，在体验独具匠心的完整故事中收获连连惊喜，感受热血沸腾。来自：https://www.91wii.com/thread-92426-1-1.htmljavascript:;赏󰄯 分享,射击类
448,2018-07-16,《高达破坏者3年度版》港版 中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1fGYo_6BGjdGE_xsIvt_vjg 密码: bnq6解压密码：GBR2B123作者：r2b123 自dump港中高达破坏者3年度版＝普通版+6DLCjavascript:;赏󰄯 分享,动作类
447,2018-07-16,《海贼王 热血燃烧》中文版,"您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1p4cCFLQpps7MXYNDmCwPYg 密码: 58nf解压密码：gz死神bleach英文名称：One Piece - Burning Blood游戏原名：ワンピース バーニングブラッド游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2016-04-21《海贼王 热血燃烧》是一款热血炫酷的格斗游戏.游戏围绕著名的海贼蒙奇·D·路飞展开。萨博，ACE，巴托洛米欧，Ener, Crocodile也将参战。还有新登场的斯摩格。在《海贼王 热血燃烧》的需要运用策略。你是否曾经梦想过路飞，萨博和ACE可以组队对抗敌人？玩家可以创建由3名角色组成的小队，可以替换人物获得战术优势。某些角色可以利用特殊能力开启恶魔动作：允许玩家燃烧敌人或者高速运动!恶魔果实也允许玩家使用恶魔守卫：限定时间内物理攻击无效。来自：https://www.91wii.com/thread-92432-1-1.htmljavascript:;赏󰄯 分享",格斗类
446,2018-07-16,《阿尼玛 回忆之门》中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1HpBcsW8jd_tfxebT5iujUg 密码: vtm1解码：gz死神bleach英文名称：Anima - Gate of Memories游戏语言：欧洲语言开发厂商：Edge Entertainment发行厂商：PQube发售日期：2016-06-10《阿尼玛 回忆之门》是一款第三人称动作RPG。这款游戏的重点在于战斗和探索，还有很大篇幅的角色扮演成分。整个游戏由剧情展开，并不强制你跟随故事主线或者完成相关任务。游戏给予玩家充分的自由度来探索这个丰富的世界，任意扫清阻挠前面的障碍。玩家可以随意愿到达不同的地方，游戏的结局也会因为玩家的选择而变得十分不同。《阿尼玛 回忆之门》具有十分开放的游戏世界，这并不意味着像沙盒游戏那样的开放度，但是实际上你在移动场景，探索不同的区域上面都是十分自由的。你随时都可以返回之前经过的地方，并且可以发现新的秘密，和解锁之前无法到达的领域。来自：https://www.91wii.com/thread-92354-1-1.htmljavascript:;赏󰄯 分享,角色扮演
445,2018-07-16,《荒神 Aragami》中文版（含1.08补丁）,作者：gz死神bleach您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1LqHiG0eQ8Dd80CPmDE-mZw 密码: jcwe英文名称：Aragami游戏语言：欧洲语言开发厂商：Lince Works发行厂商：Merge Games发售日期：2016-10-07玩家将操控一位可掌控暗影能力的刺客，游戏中还包括神秘少女由美子的超自然技能，玩家通过对抗光明军团可探寻主角与由美子的秘密。游戏包括多样化的战斗路线和战斗方式，打造专属游戏挑战。来自：https://www.91wii.com/thread-92575-1-1.htmljavascript:;赏󰄯 分享,动作类
444,2018-07-06,《生化危机5》港版中文版,分享者：我爱亿哆哆您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1ggQ8NGRfSW1xdFQdWrhldQ 密码: jn6e英文名称：Resident Evil 5 / BioHazard 5游戏原名：バイオハザード5游戏语言：中文(非国行)开发厂商：Capcom发行厂商：Capcom发售日期：2018-02-27故事发生在初代《生化危机》事件结束后的10年，从影像中来看克瑞斯的外貌已经变得相当成熟，而前作中故事的主线安布雷拉公司和STARTS小队也都已经不复存在，目前克瑞斯隶属于一个名为“BSAA”的组织，他也正是授命于该组织而前往这个炎热沙漠中的城镇展开调查的。《生化危机5》的故事是在一片酷热沙漠中的无名小镇上展开的，根据竹内润的介绍，这个地区发生了类似种族冲突的纷争，居民们情绪激动且各种暴力事件频发。与真实世界中发生种族冲突乃至仇杀的地区一样，这里充满了混乱，社会失去了本来的秩序，正义和邪恶的界限已经变得模糊不清。我们的主人公克瑞斯，就是在这样一个背景下前往这个充满动荡的地区展开调查的。javascript:;赏󰄯 分享,动作类
443,2018-07-05,《生化危机 启示录2》日版 中文版,感谢 Fiona 投稿。原创资源生化危机启示录2日版中文您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1U4MpKUTHCdncWiQHIuXnTg 密码: snqb英文名称：Resident Evil - Revelations 2 / BioHazard - Revelations 2游戏原名：バイオハザード リベレーションズ 2游戏语言：日文开发厂商：Capcom发行厂商：Capcom发售日期：2015-03-19根据制作人表示，《生化危机 启示录2》将会由全新主角，并在新舞台来展开和《生化危机 启示录》完全不同的全新故事。本作将会集结“启示”的原开发团队，以回归生化原点氛围为目标，来开发续作。javascript:;赏󰄯 分享,动作类
442,2018-07-05,《辐射4 年度版》中文版（含1.10补丁和全DLC）,来自 Discord 小黑马 - 昨天下午4點16分辐射4 年度版 中文 转极模网  BY: dumper@billy5208  上传：醉猫解压密码：醉貓是一只不会喝酒的貓您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。19hLRjc5eNyWqy0hUkHMeQQ 密码: 3drk补丁和全DLC：19kqJQqusPaSTraesUGlqGA 密码: n6zv英文名称：Fallout 4 - Game of the Year Edition游戏语言：中文(非国行)开发厂商：Bethesda Game Studios发行厂商：Bethesda Softworks发售日期：2017-10-06《辐射4 年度版》将收录全部最新游戏内容更新（包括「生存模式」）、图像升级、在PC 和主机免费畅玩改造配件，再加上全部官方追加内容。《辐射4》荣获超过200项最佳奖项，包括2016年DICE和BAFTA的「年度最佳游戏」，堪称工作室野心最大的巨作。 玩家将扮演111 号避难所的唯一幸存者，踏入被核武战争毁灭的世界。 每一秒钟都必须为了生存而战，每一次选择都由你作主。 只有你能重建废土，决定世界的命运。补丁和DLC来自：https://www.91wii.com/thread-92560-1-1.htmljavascript:;赏󰄯 分享,角色扮演
441,2018-07-05,《行尸走肉 新的边境》中文版,来自 Discord codeworkx - 昨天下午2點04分您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1FtG1lkXDyOwtEdFBd5R_0A 密码：0352英文名称：The Walking Dead - The Telltale Series - A New Frontier开发厂商：Telltale Games发行厂商：Warner Bros. Interactive Entertainment发售日期：2017-02-28《行尸走肉 新的边境》这款游戏是一款冒险类的游戏，而游戏也就是《行尸走肉 第三季》，只不过是第三季的正式名字就叫做“新的边境”，在本作中玩家们将能够体验到更多的游戏剧情。javascript:;赏󰄯 分享,动作类
440,2018-06-29,《乌鸦 重制版》欧版 中文版,【页面失效了】,其他类型
439,2018-06-29,《​Just Dance 2018》欧版 中文版,来自 Discord bidbid - 昨天晚上6點02分Just Dance 2018  歐版中文 轉自PSXHAX 您已评论，请查看如下隐藏内容哦！1E_O91jWqM9suCPB4z62Hfw 密码:fs8sJust Dance 2018 安卓控制器 链接: https://pan.baidu.com/s/1VCJLmgzS15QW-Ne6r9dzDg   密码: ggbm󰄼 赞 0 赏󰄯 分享,其他类型
438,2018-06-28,《生化危机6》港版 中文版,英文名称：Resident Evil 6 / BioHazard 6游戏原名：バイオハザード6游戏语言：中文(非国行)开发厂商：Capcom发行厂商：Capcom发售日期：2018-02-27《生化危机6》的剧情发生在《生化危机2》的10年后，主角则是里昂和克里斯（《生化4》中的总统千金阿什丽也有露面），这也开创了生化系列的先河（主角皆为男性），替代之前的男女搭档组合。游戏的主要舞台设在美国和中国。除了里昂和克里斯外，还有两位同样可由玩家操作的角色，一位是全新角色（从目前掌握的情报来看是阿什丽雇的佣兵），一位则是艾达王，游戏的剧情会用这4位角色的视点来述说。本作有些像《生化危机 启示录》一样，每位主角会有一名随行的同伴（从预告片中唯一已判明的一对组合是阿什丽与其雇佣兵）。您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1gXKhzgBw8vtgCLF18mEzsQ   密码: 4phm解压密码：gz死神bleach󰄼 赞 0 赏󰄯 分享,动作类
437,2018-06-28,《黑镜》中文版,您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1TCfBQG3erh7Ktr0ZASK45Q   密码: v5ck解压密码：gz死神bleach英文名称：Black Mirror游戏语言：欧洲语言开发厂商：THQ Nordic发行厂商：THQ Nordic发售日期：2017-11-28新的《黑镜》将拥有“哥特式”的经典恐怖风格，也保留了原系列的优秀元素，加强了探索性，方便让玩家更简单自由体验“黑镜”世界。所以在游戏中，经典的“点点点进行下一步”将会保留，但自由度却更强，游戏节奏会更惊险刺激。󰄼 赞 0 赏󰄯 分享,其他类型
436,2018-06-28,《小魔女学园 时之魔法与七不可思议》中文版,英文名称：Little Witch Academia - Chamber of Time / Little Witch Academia - Toki no Mahou to Nanafushigi游戏原名：リトルウィッチアカデミア 時の魔法と七不思議游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2017-12-21《小魔女学园 时之魔法与七不可思议》是根据动画《小魔女学园》改编的游戏，玩家将与女主角敦子一起在新月魔法学园中探索学校的七个不可思议事件。您已评论，请查看如下隐藏内容哦！链接：http://pan.baidu.com/s/1-fC6sE78B4YaA5u4P_QE1A  密码：ilvv来源找不到了，很早就转存了。󰄼 赞 0 赏󰄯 分享,动作类
435,2018-06-28,《致命闪电战》港版 中文版,英文名称：Mortal Blitz游戏语言：英文开发厂商：Skonec发行厂商：Skonec发售日期：2017-04-04《致命闪电战》是第一人称的射击游戏，玩家需要沿着一条路径从一个位置移动到另一个位置，在每一个固定位置，玩家都会遇到敌人或一个轻量级的难题，玩家必须清除这个障碍才能继续前进。您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1hOpPcfxXUJMQ-bWLpU_EUA  密码: j8kf解压密码：suwellcc来自：https://www.gamestar.top/thread-1432-1-1.html󰄼 赞 0 赏󰄯 分享,射击类
434,2018-06-28,《暗黑破坏神3 终极邪恶版》英文版（含1.25补丁+死灵法师DLC）,安装顺序：先装1.01本体，然后1.25补丁，然后necromancer补丁。您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1FVtdRpqKQgxfgCrrMV3spA  密码: 1agw链接: http://pan.baidu.com/s/1EQK5sUAxYBp3Bq8ukRN3wA  密码: 5bsm󰄼 赞 0 赏󰄯 分享,动作类
433,2018-06-28,《三国志13 威力加强版》中文版,您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1QNiG0x2dad-7KUcBh2_0og   密码: qy86解压密码：gz死神bleach英文名称：San Goku Shi 13 - Power-Up Kit游戏原名：三國志13 パワーアップキット开发厂商：Koei Tecmo发行厂商：Koei Tecmo发售日期：2017-02-16游戏类型：策略类《三国志13 威力加强版》中将新增100位以上武将，同时加入“威名”和“军事会议”以及以村为单位的“重镇关卡”。同时游戏中奇袭等战术影响面积更大，增加出征路径。󰄼 赞 0 赏󰄯 分享,其他类型
432,2018-06-26,《破碎大陆 年度版 BADLAND》美版 中文版,"来自 Discord Alvin - 昨天下午3點30分迷失之地 年度版  Badland: Game of the Year Edition 美版中文 by Alvin年度版最多支持4人同时玩耍解压密码：Packed By Alvin, https://discord.gg/kJwF6BF您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1Jz7XMAd8aD8HRsrRgDejSw  密码: 6ss8英文名称：BADLAND - Game of the Year Edition游戏语言：英文开发厂商：Frogmind发行厂商：Frogmind发售日期：2015-05-26重制后的《破碎大陆 年度版》将加入手绘画面，适应手柄和鼠标键盘的操控方案，以及比原游戏多四倍的游戏内容，可谓丰富多彩。《破碎大陆：年度版》已经确定有100关单人模式任务，100关合作模式任务，以及27张支持在本地4人游戏的多人地图。󰄼 赞 3 赏󰄯 分享",动作类
431,2018-06-26,[4.55]《圣殿春秋》中文版,来自 Discord gz死神bleach - 昨天下午5點41分4.55/5.05 交互式游戏 地球之柱 圣殿春秋 中文 by gz死神bleach  中文，解压密码：gz死神bleach英文名称：Ken Follett's The Pillars of the Earth游戏语言：欧洲语言开发厂商：Kalypso发行厂商：Kalypso发售日期：2017-10-17游戏类型：冒险类改编自肯·福莱特的世界畅销书，《圣殿春秋》以一种全新的互动方式复述了金斯布里奇村庄的故事。扮演杰克、阿莲娜和菲利普，通过探索、决策和对话改变书中的事件。这部互动小说分三卷出版，每卷包含七个章节。12世纪，英国：在一个极度贫困和战争的年代，一个小镇开始建造一座大教堂，为人民争取财富和安全。为了生存，他们的生命和命运交织在一起。菲利普修道士先于金斯布里奇的小修道院。同时，一个名叫杰克的男孩被他的罪犯母亲在森林里抚养长大。作为石匠的学徒，他渴望成为一名有天赋的建筑大师。杰克和菲利普与声名狼藉的贵妇人阿莲娜一起，开始建造英格兰有史以来最伟大的教堂之一。您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1z6y3jxIexs1N833i4oUXrA   密码: xxcb󰄼 赞 0 赏󰄯 分享,其他类型
430,2018-06-25,[4.55]《魔能2》中文版,来自 Discord gz死神bleach - 今天下午12點31分4.55/5.05 动作冒险小精品 魔能2 中文版支持多人 by gz死神bleach  解压密码：gz死神bleach您已评论，请查看如下隐藏内容哦！链接: http://pan.baidu.com/s/1E5kyFM_Sbczgbuol8oWk_w   密码: stfg英文名称：Magicka 2 - Learn to Spell Again!游戏语言：中文(非国行)开发厂商：Pieces Interactive发行厂商：SCE发售日期：2015-10-14《魔能2》是以无厘头风格广受好评的协力动作冒险游戏《魔能》系列最新作，游戏中最多可让最多 4 名法师和嚮导浮拉德共同体验独特的动态施法系统，让玩家扮演奇幻世界中最强大又好笑到令人摸不着头绪的法师。这次在 SCEJA 的协助之下首度支援繁体中文，并免费提供全新推出、与施法系统有关的额外游玩元素。󰄼 赞 8 赏󰄯 分享,角色扮演
